date,open,close,high,low
2023-05-25,27720.0,27220.0,27856.0,26858.0
2023-06-01,27234.0,26360.0,27393.0,26157.0
2023-06-08,25953.0,25146.0,26113.0,24838.0
2023-06-15,28326.0,30015.0,30801.0,28286.0
2023-06-22,30715.0,30091.0,30731.0,29842.0
2023-06-29,30783.0,30526.0,30898.0,30232.0
2023-07-06,30656.0,30428.0,30999.0,30260.0
2023-07-13,29874.0,29939.0,30221.0,29804.0
2023-07-20,29269.0,29390.0,29721.0,29149.0
2023-07-27,29733.0,29197.0,30076.0,28957.0
2023-08-03,29790.0,29597.0,30170.0,29393.0
2023-08-10,29200.0,28730.0,29255.0,28728.0
2023-08-17,26066.0,26461.0,26840.0,25840.0
2023-08-24,27749.0,27325.0,27793.0,27040.0
2023-08-31,25798.0,25783.0,26067.0,25444.0
2023-09-07,25854.0,26238.0,26430.0,25797.0
2023-09-14,27245.0,27144.0,27414.0,26804.0
2023-09-21,26250.0,26391.0,26876.0,26147.0
2023-09-28,27431.0,27813.0,27846.0,27211.0
2023-10-05,27425.0,26894.0,27492.0,26562.0
2023-10-12,28409.0,28332.0,28990.0,28166.0
2023-10-19,33953.0,34504.0,35152.0,33720.0
2023-10-26,34670.0,35447.0,35622.0,34111.0
2023-11-02,35439.0,35629.0,36103.0,35106.0
2023-11-09,35550.0,37865.0,37950.0,35374.0
2023-11-16,35756.0,37407.0,37888.0,35660.0
2023-11-23,37815.0,37834.0,38402.0,37555.0
2023-11-30,44113.0,43814.0,44297.0,43444.0
2023-12-07,41518.0,42891.0,43461.0,40666.0
2023-12-14,42309.0,43689.0,44363.0,42244.0
2023-12-21,42569.0,43479.0,43666.0,42171.0
2023-12-28,45003.0,42869.0,45559.0,40383.0
2024-01-04,46100.0,46653.0,47582.0,44268.0
2024-01-11,43175.0,42778.0,43215.0,42216.0
2024-01-18,39937.0,40139.0,40599.0,39526.0
2024-01-25,42955.0,42594.0,43722.0,42304.0
2024-02-01,43084.0,44328.0,44354.0,42788.0
2024-02-08,49774.0,51779.0,52005.0,49298.0
2024-02-15,52167.0,51859.0,52279.0,50439.0
2024-02-22,57013.0,62372.0,63905.0,56668.0
2024-02-29,63771.0,66073.0,67681.0,62783.0
2024-03-07,71232.0,72998.0,73588.0,70976.0
2024-03-14,62022.0,67912.0,68202.0,60870.0
2024-03-21,69996.0,69467.0,71611.0,68251.0
2024-03-28,65494.0,65966.0,66931.0,64587.0
2024-04-04,69163.0,70688.0,71341.0,67559.0
2024-04-11,63884.0,61375.0,64534.0,59810.0
2024-04-18,66479.0,64345.0,67153.0,63666.0
2024-04-25,60845.0,58441.0,60991.0,56711.0
2024-05-02,62434.0,61319.0,63112.0,61020.0
2024-05-09,61655.0,66320.0,66500.0,61436.0
2024-05-16,70165.0,69191.0,70668.0,69000.0
2024-05-23,68487.0,67720.0,68971.0,67225.0
2024-05-30,70594.0,71101.0,71717.0,70409.0
2024-06-06,67330.0,68266.0,70037.0,66919.0
2024-06-13,65257.0,65071.0,65820.0,64784.0
2024-06-20,61878.0,60923.0,62558.0,60789.0
2024-06-27,62217.0,60298.0,62386.0,59476.0
2024-07-04,58205.0,57908.0,59606.0,57353.0
2024-07-11,65180.0,64204.0,66180.0,63958.0
2024-07-18,66101.0,65482.0,67241.0,65229.0
2024-07-25,66348.0,64724.0,66947.0,64630.0
2024-08-01,56142.0,55179.0,57833.0,54659.0
2024-08-08,60666.0,58777.0,61898.0,58558.0
2024-08-15,59172.0,61252.0,61898.0,58957.0
2024-08-22,59540.0,59156.0,60330.0,58085.0
2024-08-29,57658.0,58116.0,58632.0,56010.0
2024-09-05,57759.0,57451.0,58104.0,55732.0
2024-09-12,60435.0,61853.0,61875.0,59293.0
2024-09-19,64386.0,63264.0,64888.0,63077.0
2024-09-26,60948.0,60788.0,62480.0,60139.0
2024-10-03,62223.0,60650.0,62587.0,60346.0
2024-10-10,67132.0,67654.0,68367.0,66861.0
2024-10-17,67412.0,66695.0,67436.0,65265.0
2024-10-24,72705.0,72451.0,73060.0,71510.0
2024-10-31,69458.0,75580.0,76179.0,69396.0
2024-11-07,87932.0,90453.0,93318.0,86137.0
2024-11-14,92247.0,94243.0,94658.0,91404.0
2024-11-21,92087.0,95953.0,97251.0,91904.0
2024-11-28,96044.0,98697.0,99167.0,94735.0
2024-12-05,96660.0,101090.0,101800.0,95771.0
2024-12-12,105990.0,100110.0,106350.0,100060.0
2024-12-19,98721.0,99420.0,99566.0,97732.0
2024-12-26,93758.0,94757.0,95287.0,93072.0
2025-01-02,97015.0,95202.0,97346.0,92540.0
2025-01-09,96702.0,100490.0,100660.0,96664.0
2025-01-16,106150.0,103680.0,106350.0,103400.0
2025-01-23,101450.0,103780.0,104800.0,101420.0
2025-01-30,97778.0,96614.0,99150.0,96172.0
2025-02-06,95950.0,98007.0,98200.0,94398.0
2025-02-13,95835.0,96801.0,97056.0,95250.0
2025-02-20,88881.0,84432.0,89623.0,82925.0
2025-02-27,87470.0,90848.0,91262.0,86603.0
2025-03-06,83148.0,83856.0,84630.0,80843.0
2025-03-13,82933.0,87029.0,87189.0,82759.0
2025-03-20,87588.0,87089.0,88460.0,86057.0
2025-03-27,85196.0,82518.0,88490.0,82335.0
2025-04-03,76333.0,82542.0,83582.0,74634.0
2025-04-10,83649.0,84021.0,85500.0,83111.0
2025-04-17,93339.0,93635.0,94569.0,91919.0
2025-04-24,94426.0,94309.0,95285.0,93436.0
2025-05-01,96970.0,97121.0,97840.0,95944.0
2025-05-08,104120.0,103550.0,104300.0,102510.0
2025-05-15,106740.0,109640.0,110690.0,106020.0
2025-05-22,108850.0,107760.0,109200.0,106750.0
2025-05-29,105370.0,104580.0,105940.0,104250.0
2025-06-05,110160.0,108610.0,110270.0,108010.0
2025-06-12,104770.0,105050.0,105660.0,103630.0
2025-06-19,106120.0,107340.0,108130.0,105920.0
2025-06-26,105910.0,108980.0,109900.0,105270.0
2025-07-03,108400.0,111380.0,111990.0,107630.0
2025-07-10,111420.0,117290.0,123120.0,110670.0
2025-07-17,118690.0,118900.0,119190.0,117500.0
